GeneName	FC	BatchId	SampleId	CN	SegmentNo
CCND2	0.9421486388487088	T00055	LKPJ89716046768636	2	1
CCND2	0.9157557681210984	T00055	GDOF04600526371470	2	1
CCND2	0.8847757379329325	T00055	KJKI39083887970258	2	1
CCND2	0.48511715465474536	T00055	KXEZ77622881640888	0	1
CCND2	1.3955390634693003	T00055	TKTS50586955143746	4	1
CCND2	0.9314814918189194	T00055	GLUB75513240815716	2	1
CCND2	1.5994945855341947	T00055	NFON81617162575278	5	1
CCND2	0.8683339395387434	T00056	OJQL13604757215129	2	1
CCND2	0.9666684439293212	T00056	CZUG84114578027762	2	1
CCND2	0.4977447870545959	T00056	OMAL89046197046928	0	1
CCND2	0.9499067780562058	T00056	ZSOM11858846991249	2	1
CCND2	0.7755468071128492	T00056	AOMZ97978808478476	2	1
CCND2	0.9160467584588151	T00056	HOFY63780591964202	2	1
CCND2	0.9573514151444724	T00056	USIQ58197215516187	2	1
CCND2	0.8976451190179359	T00056	GYDV07261138307307	2	1
CCND2	0.9364049037535823	T00057	HKMW69360331771450	2	1
CCND2	0.8965423741040712	T00057	KGBD99242572679967	2	1
CCND2	0.9744510948924687	T00057	YENP70523778761539	2	1
CCND2	0.976102040140871	T00057	HUGZ81262745227158	2	1
CCND2	0.9995121249748138	T00057	QUYD94239921090876	2	1
CCND2	0.961474725036125	T00057	UVEQ37275316428029	2	1
CCND2	0.9226257189864954	T00057	RVWI90842373910289	2	1
CCND2	0.8950739644643416	T00057	DKZD17911532502926	2	1
CCND2	1.6229840171159773	T00058	BFGQ73935535749381	5	1
CCND2	0.8178273540173786	T00058	UMGJ42825176433093	2	1
CCND2	0.8546038872451484	T00058	PWAL28744412881319	2	1
CCND2	0.8533779544113566	T00058	EOQF91197706428228	2	1
CCND2	0.9295001673391975	T00058	UTCX52382953784303	2	1
CCND2	0.9281849235682534	T00058	RDQJ15778075644364	2	1
CCND2	0.4663465014172086	T00058	XGMC62776077127119	0	1
CCND2	0.9533582965757187	T00058	ZZFV41035283048973	2	1
CCND2	1.002954373735824	T00059	NMFQ98518150478370	2	1
CCND2	0.9556382563550598	T00059	BXWP24238875604918	2	1
CCND2	0.9814660778554015	T00059	ABLJ67360575550323	2	1
CCND2	0.9771849938273434	T00059	SJWS39712551167203	2	1
CCND2	0.5130796082069233	T00059	PIBI55049381585285	0	1
CCND2	0.9138474768010342	T00059	NXYH77878002346413	2	1
CCND2	0.9410814305659139	T00059	UVUX53847474757205	2	1
CCND2	0.47461230305226015	T00059	GQUT96403741754379	0	1
CCND2	0.909794751972075	T00060	LRUW76589062074881	2	1
CCND2	0.9051155545284287	T00060	NQRZ24889288025164	2	1
CCND2	0.42569767122877333	T00060	YNKP07713969387096	0	1
CCND2	1.044652428896844	T00060	QIHK57928191344342	2	1
CCND2	0.8837690581297706	T00060	XRLH04412589971190	2	1
CCND2	0.9152107455989922	T00060	GAJS53828327275959	2	1
CCND2	0.9586162849457333	T00060	CTOG96818321265177	2	1
CCND2	0.4658223236294317	T00060	WRCC43790857841676	0	1
CCND2	0.6890227477416939	T00061	GEJF53031138008045	2	2
CCND2	0.5887529692085508	T00061	OKRO35085002927141	2	2
CCND2	0.6238551057845588	T00061	XPNC08545572387187	2	2
CCND2	0.5953175021216505	T00061	RIPA46971668097707	2	2
CCND2	0.6626837965032977	T00061	QGUT32136472788943	2	2
CCND2	0.7111839558678783	T00061	TBXR01219357658192	2	2
CCND2	0.6328907727772136	T00061	HVCZ24719994641970	2	2
CCND2	0.6581426735731507	T00061	GGMT95208978543864	2	2
CCND2	0.6934977433886754	T00062	JTZH91188879384033	2	2
CCND2	0.65902767971601	T00062	EPON66629407644798	2	2
CCND2	0.7345023832484372	T00062	KRTR71084657571770	2	2
CCND2	0.6336414466599692	T00062	FLYD82774009332508	2	2
CCND2	0.7665028102503356	T00062	LFMM30064566542370	3	2
CCND2	0.3782455337488535	T00062	VYXV64050449815885	0	2
CCND2	0.6242530745625363	T00062	EOIV00266422874101	2	2
CCND2	0.6540151996421325	T00062	YSLY28131439526184	2	2
CCND2	0.6873392102104705	T00063	PAZF20879374422425	2	2
CCND2	0.7106551489826575	T00063	GWNZ77991640743882	2	2
CCND2	0.6765535879293605	T00063	XHAY55286975816262	2	2
CCND2	0.2998512600532106	T00063	KLEE31594554911184	0	2
CCND2	0.3458495787435098	T00063	ZSPN39616775080563	0	2
CCND2	0.6686879367146804	T00063	JSLC04926567142638	2	2
CCND2	0.6215684417871209	T00063	JXWJ44149747150231	2	2
CCND2	0.6306561616815685	T00063	KCKW15185368161722	2	2
CCND2	0.6302851602575273	T00064	HXHC07615634062581	2	2
CCND2	1.1740377363157466	T00064	BZMI84271643349084	5	2
CCND2	0.47702199683784646	T00064	KDJF17472193498858	1	2
CCND2	0.658354072729915	T00064	JAIW06037773645246	2	2
CCND2	0.6771563358880508	T00064	DPWU69123898402704	2	2
CCND2	0.6602171038421031	T00064	ISGI61170110421493	2	2
CCND2	0.6480386752488642	T00064	SKHN44377415883128	2	2
CCND2	0.6768489557539027	T00064	EONU06746843130524	2	2
CCND2	0.6867398825955692	T00065	UKWL68217023291935	2	2
CCND2	0.637546311197041	T00065	LRLE80673948347835	2	2
CCND2	0.6185339441277977	T00065	VCOI04905788265492	2	2
CCND2	0.6699863639926316	T00065	FRSM25318070372190	2	2
CCND2	0.6187282930606289	T00065	HBTW33274956900184	2	2
CCND2	0.669879758516027	T00065	PDVD48082119254049	2	2
CCND2	0.6272671049917142	T00065	QINP15673181317882	2	2
CCND2	0.3171186569295915	T00065	ACBV86128601369701	0	2
CCND2	0.6594644593563529	T00066	OFAD64040736534841	2	2
CCND2	0.6059789292842654	T00066	JFKM20010150198064	2	2
CCND2	0.7313690697047804	T00066	QVGT13558280360917	2	2
CCND2	0.638646409247021	T00066	PMAY55476918364870	2	2
CCND2	0.6349589683065572	T00066	QPPY62804939407879	2	2
CCND2	0.6040449422677693	T00066	KUEV19290975623029	2	2
CCND2	0.566448719713419	T00066	XESH88758656428252	2	2
CCND2	0.6683956960173729	T00066	SMBF02552742261449	2	2
CCND2	0.7055316349631969	T00067	BNOQ66041039514732	2	2
CCND2	0.6054470485613656	T00067	APOL49707462846714	2	2
CCND2	0.7011449010031814	T00067	TSEY51551966120366	2	2
CCND2	0.6418700423049847	T00067	HQAQ14703273962075	2	2
CCND2	0.6332341848298464	T00067	IRDK99429422225243	2	2
CCND2	0.5953845515444689	T00067	QYHA30976609233954	2	2
CCND2	0.310102270075888	T00067	ZKJY59075283384266	0	2
CCND2	0.6686059849401131	T00067	ZRES87511764370374	2	2
CCND2	0.6661638859990586	T00068	CUBZ44829675301211	2	2
CCND2	0.6460218673436247	T00068	SQNM87185717352679	2	2
CCND2	0.6077406908070884	T00068	BTHB70641460667536	2	2
CCND2	0.5934653302034648	T00068	ZBUP43480376948472	2	2
CCND2	0.6429944711192922	T00068	FHJS08584072471143	2	2
CCND2	0.6525795715724474	T00068	HYFC08442179378868	2	2
CCND2	0.891115214201096	T00068	VYDY92763837357401	3	2
CCND2	0.6007070161378935	T00068	LTFO60831394495082	2	2
CCND2	0.6565298880618486	T00069	OYGP12686811572459	2	2
CCND2	0.6319148289060111	T00069	LQCD82327521733515	2	2
CCND2	0.6481154902674863	T00069	EIEE42639736740809	2	2
CCND2	0.9111428076083687	T00069	UXIB62382421572429	4	2
CCND2	0.68130222325804	T00069	ANWS40727179405797	2	2
CCND2	0.8239908425285604	T00069	AWAE99912956257991	3	2
CCND2	0.6916377103845041	T00069	QWDR06128565886710	2	2
CCND2	0.6488980829625092	T00069	XEII08016914295603	2	2
CCND2	0.7224211821917677	T00070	QCOQ41475364797636	2	2
CCND2	0.6772427834708584	T00070	KOYI50733294774812	2	2
CCND2	0.6044957744124683	T00070	UXJE04941987453180	2	2
CCND2	0.6449526348728323	T00070	KTKR59656843676674	2	2
CCND2	0.990442278397522	T00070	DUGS73386233119449	4	2
CCND2	0.6725132341265909	T00070	JYUV27867782045709	2	2
CCND2	0.6446974741320463	T00070	CSOF59413595273605	2	2
CCND2	0.6278022788791314	T00070	MUVL51106901041952	2	2
